Gene	ratio
WBGene00003718|F44C8.5|nhr-128	43.29
WBGene00020203|T04B8.1	43
WBGene00007856|C31H5.5	43
WBGene00009903|F49E12.10	42.82
WBGene00013964|ZK287.3	42.62
WBGene00001860|F28B3.7|him-1	42.59
WBGene00015474|C05D9.7	42
WBGene00012372|W09H1.1	42
WBGene00020408|T10D4.6	42
WBGene00008206|C49F5.2|set-6	42
WBGene00006370|C44H4.2|sym-5	42
WBGene00000820|Y73B6BL.7|csp-2	42
WBGene00003733|F57C7.2|nhx-5	42
WBGene00003962|C14B1.1|pdi-1	42
WBGene00011882|T21B6.5	42
WBGene00006682|F36A2.4|twk-30	42
WBGene00000566|Y39A1A.15|cnt-2	42
WBGene00012513|Y26E6A.2	42
WBGene00015999|C18H7.9|prmt-4	42
WBGene00002178|B0478.1|jnk-1	42
WBGene00004945|C50E10.4|sop-2	42
WBGene00013312|Y57G11C.17|hhat-2	42
WBGene00008511|F01G10.9	42
WBGene00004507|C18H9.7|rpy-1	42
WBGene00007396|C07A4.1|tiar-3	42
WBGene00019935|R07E4.1	42
WBGene00002081|F54G8.3|ina-1	42
WBGene00000776|T03E6.7|cpl-1	41.88
WBGene00008117|C46F11.2|gsr-1	41.86
WBGene00012894|Y46G5A.1|tbc-17	41.75
WBGene00010345|F59F5.7	41.75
WBGene00005936|K01B6.2|srx-45	41.59
WBGene00003696|T01G6.4|nhr-106	41.56
WBGene00007918|C34C6.5|sphk-1	41.13
WBGene00007838|C31C9.4|fbxa-168	41.07
WBGene00002258|W02D3.5|lbp-6	41.04
WBGene00015763|C14C6.12	41
WBGene00013483|Y69H2.8|nhr-241	41
WBGene00011309|R186.8	40.91
WBGene00001637|F48E3.1|gly-12	40.9
WBGene00010947|M176.11	40.48
WBGene00000002|F27C8.1|aat-1	40.39
WBGene00022078|Y69A2AR.7	40.03
WBGene00044631|F55A11.5|bus-18	40
WBGene00023486|K08B4.7	40
WBGene00022038|Y65B4BL.6	39.9
WBGene00012944|Y47D3B.11	39.86
WBGene00009078|F23B2.13|rpb-12	39.76
WBGene00004207|D2089.4|ptb-1	39.5
WBGene00001210|K11G9.4|egl-46	39.44
WBGene00011122|R07H5.2|cpt-2	39.3
WBGene00004495|F39B2.6|rps-26	39.17
WBGene00017514|F16F9.3	39.13
WBGene00011338|T01G1.3|sec-31	39.04
WBGene00005387|Y60A3A.5|srh-171	39
WBGene00021079|W08A12.2	39
WBGene00014008|ZK596.3	38.8
WBGene00021980|Y58A7A.6|glb-32	38.74
WBGene00008341|C56A3.2|ttr-44	38.38
WBGene00044746|C53H9.3	38.31
WBGene00007076|AC8.4	38.25
WBGene00043989|AC8.11	38.25
WBGene00006359|B0336.9|swp-1	38
WBGene00006717|C06E2.7|ubc-22	38
WBGene00001957|F48D6.3|hlh-13	38
WBGene00004384|ZK863.7|rnp-1	38
WBGene00016717|C46F9.1|math-22	38
WBGene00010237|F58B4.4	37.88
WBGene00013139|Y53C12A.3	37.86
WBGene00006615|R06B10.4|trp-2	37.74
WBGene00001999|F42A6.7|hrp-1	37.52
WBGene00019188|H11E01.3	37.44
WBGene00000961|T21B6.1|dgn-1	37.34
WBGene00017967|F32A5.1|ada-2	37.3
WBGene00001393|Y67H2A.8|fat-1	37.14
WBGene00012179|W01D2.1	37.11
WBGene00015950|C18A11.4	37
WBGene00005028|AH6.6|sra-2	37
WBGene00045295|Y73B3A.22|fbxa-222	37
WBGene00000540|C01G8.2|cln-3.2	37
WBGene00013040|Y49E10.21	37
WBGene00000928|M03A1.7|dao-2	36.99
WBGene00009274|F30F8.5	36.87
WBGene00013418|Y65A5A.1	36.62
WBGene00019003|F57B10.5	36.59
WBGene00021396|Y38C1AA.5|cutl-24	36.43
WBGene00001519|Y40H4A.1|gar-3	36.3
WBGene00010918|M117.1	36.25
WBGene00013273|Y57A10B.1	36.25
WBGene00017282|F09E5.2	36.24
WBGene00011859|T20D3.6	36
WBGene00022116|Y71F9AL.11	36
WBGene00010283|F58G11.6|ccz-1	36
WBGene00003100|Y53C12B.5|mab-3	36
WBGene00015462|C05C8.5	36
WBGene00016340|C33C12.8	36
WBGene00011302|R166.2	36
WBGene00002067|C43C3.1|ifp-1	36
WBGene00003797|F53F10.5|npp-11	36
WBGene00006986|Y75B8A.35|zip-1	36
WBGene00011685|T10B10.9	36
WBGene00020464|T12E12.3	36
WBGene00004209|F21H12.4|ptc-2	36
WBGene00002194|ZK20.2|kin-6	36
WBGene00021529|Y41G9A.5	35.98
WBGene00011082|R07B1.11	35.8
WBGene00008985|F20G2.1	35.52
WBGene00017726|F22H10.2	35.4
WBGene00022205|Y73B3A.3	35.1
WBGene00014222|ZK1098.5	35
WBGene00021918|Y55D5A.4	35
WBGene00018055|F35F10.5	35
WBGene00009381|F34H10.4	34.91
WBGene00001906|F17E9.10|his-32	34.9
WBGene00007574|C14B1.3	34.86
WBGene00077491|K08H10.10	34.7
WBGene00007772|C27C12.2|egrh-1	34.56
WBGene00020616|T20D4.10	34.5
WBGene00014003|ZK593.3	34.27
WBGene00006544|ZK328.8|tbx-7	34.25
WBGene00017691|F22A3.6|ilys-5	34.01
WBGene00016316|C32D5.8	34
WBGene00012255|W04G3.1|lpr-6	34
WBGene00010791|K12G11.4|sodh-2	34
WBGene00009033|F21H7.12	34
WBGene00016484|C36C5.15	34
WBGene00008602|F09B9.1|oac-14	33.88
WBGene00022800|ZK688.5	33.87
WBGene00016539|C39F7.2|madd-2	33.86
WBGene00018070|F35H10.5	33.6
WBGene00010133|F55H12.2	33.5
WBGene00002012|F38E11.1|hsp-12.3	33.44
WBGene00044697|K05F6.11	33.41
WBGene00000424|C09G12.8|ced-10	33.23
WBGene00006049|F32B6.7|ssp-32	33.21
WBGene00022346|Y82E9BR.13	33.05
WBGene00019915|R06B10.5|tbc-10	33.04
WBGene00016321|C32E8.3	33
WBGene00021757|Y50D7A.9	33
WBGene00016655|C44E4.6|acbp-1	32.94
WBGene00006726|F46F11.4|ubl-5	32.85
WBGene00012941|Y47D3B.4	32.76
WBGene00017980|F32B5.7	32.75
WBGene00020917|W01B11.6	32.61
WBGene00022887|ZK1290.5	32.6
WBGene00019354|K03B4.2	32.59
WBGene00003891|F11C7.5|osm-11	32.59
WBGene00000205|M01B12.3|arx-7	32.56
WBGene00000524|ZK563.4|clc-3	32.56
WBGene00020215|T04G9.4	32.44
WBGene00019411|K05F1.10	32.37
WBGene00019490|K07E3.1	32.35
WBGene00017925|F29B9.11	32.32
WBGene00008260|C52G5.2	32.2
WBGene00007894|C33D3.3	32.17
WBGene00005023|T24D1.1|sqv-5	32.15
WBGene00004860|C32D5.2|sma-6	32.11
WBGene00045493|F55G7.4	32
WBGene00016909|C54A12.2	32
WBGene00009320|F32B6.3	32
WBGene00045306|ZC250.5	32
WBGene00017969|F32A5.3	31.94
WBGene00003015|W03C9.4|lin-29	31.86
WBGene00009293|F31D4.8	31.82
WBGene00004371|Y42H9B.2|rig-4	31.78
WBGene00004875|F47G4.7|smd-1	31.62
WBGene00004499|C26F1.4|rps-30	31.6
WBGene00000832|Y23H5A.5|ctn-1	31.58
WBGene00007882|C33A12.3	31.53
WBGene00001815|W09D6.6|hmt-1	31.5
WBGene00044169|C06C3.10	31.42
WBGene00003084|R160.7|lst-2	31.34
WBGene00006432|F33C8.1|tag-53	31.12
WBGene00000462|T26C11.5|ceh-41	31
WBGene00020610|T20D4.4	31
WBGene00009925|F52B11.2	31
WBGene00021682|Y48G1C.9	31
WBGene00000766|K07B1.2|coq-6	31
WBGene00008878|F16A11.3|ppfr-1	30.91
WBGene00012366|W09G3.2	30.76
WBGene00014224|ZK1098.7	30.73
WBGene00016486|C36C9.3|fbxa-170	30.72
WBGene00019030|F58B6.2|inft-1	30.7
WBGene00022727|ZK381.5|prkl-1	30.7
WBGene00000118|Y69F12A.2|alh-12	30.55
WBGene00000514|F22F7.5|ckb-4	30.37
WBGene00015076|B0238.12	30.29
WBGene00020808|T25F10.6	30.28
WBGene00008621|F09C8.1	30.24
WBGene00016616|C43H6.3	30.08
WBGene00000996|F49E8.5|dif-1	30
WBGene00002189|ZK909.2|kin-1	30
WBGene00020562|T19C3.4	30
WBGene00013353|Y59A8B.21	30
WBGene00019735|M02F4.1	30
WBGene00007132|B0284.2	30
WBGene00011098|R07B7.14|nhr-207	30
WBGene00012257|W04G3.3|lpr-4	30
WBGene00001747|F29F11.6|gsp-1	29.8
WBGene00044476|F56D6.14	29.78
WBGene00012139|T28F4.4	29.76
WBGene00017447|F14B8.5	29.41
WBGene00020883|T28A11.21|fbxa-64	29.37
WBGene00017298|F09E10.8|toca-1	29.31
WBGene00011488|T05F1.1|nra-2	29.25
WBGene00005113|R186.2|srd-35	29
WBGene00022196|Y71H2B.7|gpa-17	29
WBGene00018284|F41E6.1	29
WBGene00004076|W09B6.1|pod-2	28.74
WBGene00022288|Y75B7B.1	28.68
WBGene00011042|R05H10.1	28.59
WBGene00018409|F44B9.8	28.31
WBGene00004456|Y48B6A.2|rpl-43	28.27
WBGene00013845|ZC47.14|fbxa-37	28.24
WBGene00015418|C04D8.1|pac-1	28.22
WBGene00008483|E04D5.4	28.15
WBGene00004188|W07E6.4|prp-21	28
WBGene00018403|F44A2.3	28
WBGene00019295|K02B2.1	28
WBGene00010391|H12I19.4|oac-37	28
WBGene00009836|F47H4.4|fbxa-185	28
WBGene00021377|Y37E11B.5	28
WBGene00021247|Y22D7AL.9	28
WBGene00010448|K01A6.6	28
WBGene00013014|Y48E1C.1	28
WBGene00009148|F26D2.3	28
WBGene00009823|F47G4.2	28
WBGene00003732|F14B8.1|nhx-4	28
WBGene00019323|K02F2.3|teg-4	28
WBGene00022139|Y71G12A.3|tub-2	28
WBGene00022190|Y71H2AR.3	28
WBGene00003652|Y67A6A.2|nhr-62	28
WBGene00008214|C49F8.2	28
WBGene00018330|F42A6.9|elks-1	28
WBGene00044796|W03D8.11	28
WBGene00019987|R09F10.3	27.9
WBGene00012740|Y40B1B.8	27.85
WBGene00000157|F02E8.3|aps-2	27.81
WBGene00000415|Y47H9C.4|ced-1	27.75
WBGene00018971|F56D6.2|clec-67	27.67
WBGene00014177|ZK1010.3|frg-1	27.63
WBGene00020011|R11G1.2	27.62
WBGene00004169|Y73B6BR.1|pqn-89	27.59
WBGene00017448|F14B8.6	27.44
WBGene00020540|T17A3.2	27.39
WBGene00004962|F53G12.6|spe-8	27.32
WBGene00012094|T27E9.2	27.28
WBGene00013178|Y53H1A.2	27.17
WBGene00009294|F31D4.9	27.13
WBGene00004447|F10E7.7|rpl-33	27.06
WBGene00022024|Y64H9A.2	26.89
WBGene00006047|C55C2.2|ssp-19	26.86
WBGene00011694|T10G3.3	26.84
WBGene00019656|K11G12.5	26.61
WBGene00019007|F57B10.14	26.54
WBGene00001648|C26C6.2|goa-1	26.52
WBGene00009888|F49E2.5	26.43
WBGene00006565|Y63D3A.5|tfg-1	26.41
WBGene00019944|R07G3.8	26.4
WBGene00006700|W02A11.4|uba-2	26.24
WBGene00009306|F32A7.5	26.16
WBGene00000199|Y71F9AL.16|arx-1	26
WBGene00009702|F44F4.3	26
WBGene00015815|C16A11.2	25.87
WBGene00001660|C34E10.3|gop-1	25.86
WBGene00010484|K01H12.1|dph-3	25.83
WBGene00010647|K08C7.4	25.8
WBGene00021927|Y55F3AM.10	25.76
WBGene00015868|C16H3.3	25.69
WBGene00004375|F46F6.1|rme-4	25.69
WBGene00011073|R07A4.2	25.66
WBGene00044534|H23N18.6	25.63
WBGene00012549|Y37D8A.8	25.62
WBGene00003367|M106.1|mix-1	25.56
WBGene00000929|K07E3.3|dao-3	25.48
WBGene00018532|F47B7.1	25.48
WBGene00008442|E01B7.2	25.43
WBGene00000837|ZK520.4|cul-2	25.34
WBGene00009067|F23A7.1	25.33
WBGene00018985|F56F10.2	25.29
WBGene00022260|Y73C8B.3	25.28
WBGene00021767|Y51F10.6	25.23
WBGene00019684|K12H6.4	25.21
WBGene00007167|B0393.2|rbg-3	25.19
WBGene00012119|T28C6.3	25.17
WBGene00009583|F40F9.6|aagr-3	25.12
WBGene00015298|C01F1.3	25.1
WBGene00017270|F08F8.5|numr-1	25
WBGene00044233|Y56A3A.36	25
WBGene00044584|T03G11.9	25
WBGene00016342|C33C12.10	25
WBGene00004452|C06B8.8|rpl-38	24.91
WBGene00010178|F57A8.2|yif-1	24.84
WBGene00009161|F26E4.6	24.84
WBGene00003773|ZK892.2|nlt-1	24.61
WBGene00019737|M02F4.3	24.59
WBGene00000395|ZK112.7|cdh-3	24.59
WBGene00020736|T23F2.3	24.5
WBGene00021637|Y47G6A.7	24.46
WBGene00003435|C33F10.9|msp-40	24.35
WBGene00022731|ZK402.5	24.29
WBGene00015558|C06G4.4	24.21
WBGene00013042|Y49E10.23	24.2
WBGene00002062|C05D9.5|ife-4	24.19
WBGene00002239|F13B9.5|ksr-1	24.14
WBGene00004032|F57F5.5|pkc-1	24.06
WBGene00007696|C24F3.1|tram-1	24.01
WBGene00001580|F28D1.10|gex-3	24
WBGene00007944|C34F6.10	24
WBGene00016074|C24H12.5	24
WBGene00007847|C31E10.6	24
WBGene00019771|M04F3.5	24
WBGene00021599|Y46H3A.1|srt-42	24
WBGene00018886|F55E10.7	24
WBGene00019148|H03E18.1	24
WBGene00013387|Y62F5A.9	24
WBGene00017284|F09E5.5|sec-6	24
WBGene00015171|B0410.2|vang-1	24
WBGene00008091|C44F1.1	24
WBGene00001666|T07A9.7|gpa-4	24
WBGene00001173|F55A8.2|egl-4	23.97
WBGene00022730|ZK402.3	23.92
WBGene00010479|K01G5.8	23.91
WBGene00018704|F52E4.8|ztf-13	23.9
WBGene00018731|F53A9.8	23.89
WBGene00021613|Y47A7.1	23.86
WBGene00001148|H30A04.1|eat-20	23.86
WBGene00010842|M03C11.5|ymel-1	23.82
WBGene00009635|F42F12.3	23.76
WBGene00003238|Y34D9B.1|mig-1	23.73
WBGene00003915|M88.6|pan-1	23.73
WBGene00004727|R11G1.4|sax-1	23.71
WBGene00007142|B0334.1|ttr-18	23.61
WBGene00017241|F08C6.2	23.6
WBGene00020021|R12B2.7	23.58
WBGene00022754|ZK484.8|nspd-1	23.5
WBGene00077531|F40G9.15	23.43
WBGene00002190|R07E4.6|kin-2	23.42
WBGene00001334|Y105E8B.8|ero-1	23.42
WBGene00007922|C34C12.3|pph-6	23.41
WBGene00016671|C45G7.4	23.31
WBGene00012434|Y11D7A.10	23.13
WBGene00001853|Y73B6BL.9|hil-2	23.11
WBGene00022171|Y71H2AM.6	23
WBGene00021864|Y54F10BM.10|fbxa-1	23
WBGene00000623|Y18H1A.13|col-46	23
WBGene00018179|F38E1.6	23
WBGene00015375|C03B1.4	23
WBGene00008207|C49F5.3	22.99
WBGene00020901|T28F2.2	22.79
WBGene00009945|F52H3.3|bath-38	22.7
WBGene00011926|T22C8.5|sptf-2	22.6
WBGene00003081|ZK593.7|lsm-7	22.52
WBGene00022040|Y65B4BR.1	22.47
WBGene00010783|K11H3.6	22.31
WBGene00021906|Y55B1AR.2	22.3
WBGene00000437|R13A5.5|ceh-13	22.22
WBGene00004830|Y51A2D.19|slo-1	22.2
WBGene00022499|ZC8.3|set-30	22.15
WBGene00001776|Y53F4B.31|gst-28	22.06
WBGene00006933|F59G1.3|vps-35	22
WBGene00003930|ZK1058.2|pat-3	22
WBGene00007257|C01H6.8	22
WBGene00044485|Y54G2A.41	21.83
WBGene00008209|C49F5.5	21.73
WBGene00018869|F55C12.1	21.64
WBGene00010221|F57G12.1	21.64
WBGene00004754|Y113G7A.3|sec-23	21.62
WBGene00015517|C06A8.8	21.5
WBGene00018603|F48E3.2	21.47
WBGene00017950|F31E3.2	21.32
WBGene00013998|ZK550.4	21.29
WBGene00003687|H27C11.1|nhr-97	21.26
WBGene00004920|Y71F9B.4|snr-7	21.24
WBGene00003089|K02C4.4|ltd-1	21.21
WBGene00019264|H35B03.2	21.2
WBGene00015664|C10A4.3	21.16
WBGene00022280|Y74C10AL.2	21.11
WBGene00008930|F18A11.3	21.1
WBGene00012605|Y38F1A.1	21.06
WBGene00010767|K11B4.2	21.03
WBGene00017926|F29C4.2	21.01
WBGene00007885|C33A12.6|ugt-21	21
WBGene00008468|E03G2.1	21
WBGene00017734|F23C8.5	21
WBGene00003438|F58A6.8|msp-45	20.81
WBGene00008272|C53B4.2	20.78
WBGene00008687|F11A10.6	20.75
WBGene00012554|Y37D8A.16	20.75
WBGene00022349|Y82E9BR.17	20.71
WBGene00017711|F22E5.13	20.67
WBGene00022793|ZK686.3	20.58
WBGene00015554|C06G3.8	20.55
WBGene00023491|C17G1.8|tsp-21	20.54
WBGene00022347|Y82E9BR.14	20.54
WBGene00021448|Y39D8A.1	20.53
WBGene00001500|C54F6.14|ftn-1	20.5
WBGene00011074|R07A4.3	20.5
WBGene00000111|T08B1.3|alh-5	20.47
WBGene00000959|F46H6.2|dgk-2	20.42
WBGene00006804|Y37D8A.13|unc-71	20.38
WBGene00018857|F55A4.5|stau-1	20.31
WBGene00016394|C34B2.9	20.29
WBGene00006038|E03H12.10|ssp-9	20.25
WBGene00000914|F33H1.1|daf-19	20.25
WBGene00016913|C54D1.5|lam-2	20.17
WBGene00018485|F46C8.3	20.1
WBGene00011507|T05H10.1	20.04
WBGene00044003|Y41E3.18	20
WBGene00044303|F52B10.2|hst-3.2	20
WBGene00022392|Y97E10AL.1	20
WBGene00017267|F08F8.1|numr-2	20
WBGene00007859|C32A3.2	20
WBGene00022664|ZK121.2	19.91
WBGene00012452|Y17D7B.4	19.9
WBGene00019955|R08C7.12	19.8
WBGene00009367|F33H2.3	19.72
WBGene00004270|T25G12.4|rab-6.2	19.62
WBGene00007533|C12C8.2	19.61
WBGene00022791|ZK686.1	19.54
WBGene00008531|F02E9.7	19.5
WBGene00006683|Y47D3B.5|twk-31	19.45
WBGene00015743|C13F10.4	19.4
WBGene00012130|T28F3.4	19.38
WBGene00013161|Y53F4B.14	19.38
WBGene00012004|T24H10.6|dyrb-1	19.31
WBGene00015754|C14B9.8	19.28
WBGene00019276|H43I07.3	19.27
WBGene00009459|F36A2.12	19.16
WBGene00011154|R09A8.5	19.08
WBGene00022043|Y65B4BR.8	19.05
WBGene00011218|R10E11.6	19.03
WBGene00008110|C46C2.2	19.02
WBGene00019277|K01A2.1|sgcb-1	19
WBGene00011298|R107.2	19
WBGene00019648|K11D12.8	19
WBGene00008096|C44H4.8	19
WBGene00013559|Y75B8A.28	19
WBGene00016089|C25B8.5	19
WBGene00005147|F48F5.4|srd-70	19
WBGene00013603|Y87G2A.17	19
WBGene00044304|F52B10.3	19
WBGene00044436|Y47G6A.31	18.96
WBGene00004167|Y57A10A.18|pqn-87	18.87
WBGene00001258|Y80D3A.2|emb-4	18.85
WBGene00002078|ZK742.1|xpo-1	18.83
WBGene00011319|T01C3.2	18.81
WBGene00022770|ZK563.6|acp-1	18.8
WBGene00019698|M01B12.5|riok-1	18.73
WBGene00008860|F15D4.3|rmo-1	18.69
WBGene00000556|R09B5.3|cnc-2	18.64
WBGene00018609|F48E8.2	18.62
WBGene00019284|K01A2.10	18.55
WBGene00008414|D2030.4	18.54
WBGene00016217|C29F9.2	18.54
WBGene00010083|F55B11.1	18.48
WBGene00006760|H14N18.1|unc-23	18.45
WBGene00044323|F15A4.11|tag-281	18.36
WBGene00011737|T12G3.1	18.33
WBGene00001877|T10C6.12|his-3	18.28
WBGene00004915|W08E3.1|snr-2	18.25
WBGene00003219|F54F7.5|mes-1	18.25
WBGene00003851|Y102E9.1|odr-4	18.25
WBGene00008951|F19C6.2	18.25
WBGene00004751|K10G6.3|sea-2	18.25
WBGene00010453|K01B6.1|fozi-1	18.25
WBGene00012352|W09C5.5|dkf-1	18.25
WBGene00044396|ZK1290.14	18.24
WBGene00006040|T28H11.6|ssp-11	18.21
WBGene00003112|F35G12.6|mab-21	18.2
WBGene00007030|Y111B2A.11|epc-1	18.15
WBGene00009234|F28H6.6	18.06
WBGene00020345|T08B2.4	18
WBGene00003643|K06B4.11|nhr-53	18
WBGene00005388|Y60A3A.6|srh-172	18
WBGene00007910|C34B4.5	18
WBGene00005661|T05B11.6|srr-10	18
WBGene00001732|E02A10.2|grl-23	18
WBGene00009791|F46F3.3	18
WBGene00000910|F01G10.8|daf-14	18
WBGene00017131|E04F6.15	18
WBGene00043156|C27F2.9	18
WBGene00013783|Y116A8C.1	18
WBGene00020108|R151.4	18
WBGene00013278|Y57A10B.6	17.91
WBGene00006811|E03A3.6|unc-79	17.9
WBGene00004134|F59B10.1|pqn-47	17.9
WBGene00019862|R04A9.2|nrde-3	17.89
WBGene00012639|Y38H8A.5	17.85
WBGene00006381|Y54E2A.3|tac-1	17.8
WBGene00001088|ZK863.6|dpy-30	17.73
WBGene00006737|Y38A8.3|ulp-2	17.72
WBGene00017004|D1007.7|nrd-1	17.5
WBGene00015306|C01G5.4	17.39
WBGene00015261|B0563.1	17.35
WBGene00008585|F08G12.1	17.29
WBGene00001499|C26E6.5|fsn-1	17.26
WBGene00020993|W03F8.3	17.25
WBGene00009482|F36G3.1	17.23
WBGene00006721|F46E10.8|ubh-1	17.23
WBGene00021278|Y23H5B.7	17.2
WBGene00011417|T04A11.2	17.04
WBGene00011420|T04A11.5	17.04
WBGene00015522|C06E1.7	17
WBGene00018761|F53E10.5	17
WBGene00003653|C06C6.4|nhr-63	17
WBGene00015624|C09B8.5	17
WBGene00011796|T16G1.2	17
WBGene00011742|T12G3.7	16.97
WBGene00017889|F28B3.10	16.95
WBGene00014022|ZK637.2	16.94
WBGene00009829|F47G9.1	16.92
WBGene00019947|R08C7.3|htz-1	16.9
WBGene00000779|F28H1.2|cpn-3	16.83
WBGene00006942|F41D9.3|wrk-1	16.83
WBGene00020715|T23B7.1|nspd-4	16.82
WBGene00020111|R151.8	16.74
WBGene00020508|T14F9.2	16.74
WBGene00003185|K08A8.1|mek-1	16.71
WBGene00001352|H38K22.1|evl-14	16.7
WBGene00007848|C31E10.7	16.7
WBGene00012182|W01D2.5	16.68
WBGene00008086|C44C10.5	16.64
WBGene00021347|Y37E3.3|rpb-10	16.61
WBGene00003457|ZK1248.6|msp-64	16.52
WBGene00000099|B0207.4|air-2	16.49
WBGene00045180|K07F5.17	16.46
WBGene00018259|F41B4.3	16.43
WBGene00016993|CD4.8	16.33
WBGene00013848|ZC84.4	16.32
WBGene00013768|Y113G7B.24	16.23
WBGene00007116|B0198.3	16.2
WBGene00002274|F38A5.3|lec-11	16.17
WBGene00010284|F58H1.1|aman-2	16.08
WBGene00022169|Y71H2AM.4	16.07
WBGene00000942|ZC477.9|deb-1	16.07
WBGene00012423|Y10G11A.1	16.05
WBGene00016439|C35D10.1	16.01
WBGene00003442|C34F11.6|msp-49	16
WBGene00003031|R186.4|lin-46	16
WBGene00022177|Y71H2AM.12	16
WBGene00021563|Y45G12B.2	16
WBGene00008885|F16C3.1	16
WBGene00021544|Y43B11AR.3	16
WBGene00015889|C17C3.3	16
WBGene00018702|F52E4.5	16
WBGene00009312|F32B4.1	16
WBGene00015963|C18B10.6	16
WBGene00004442|R11D1.8|rpl-28	15.93
WBGene00022475|Y119C1B.10	15.93
WBGene00003394|T07H6.2|mom-1	15.89
WBGene00010317|F59B8.2|idh-1	15.86
WBGene00015539|C06E7.2	15.86
WBGene00004496|F56E10.4|rps-27	15.78
WBGene00003836|Y71F9AM.5|nxt-1	15.75
WBGene00002269|Y55B1AR.1|lec-6	15.75
WBGene00001501|D1037.3|ftn-2	15.7
WBGene00020437|T12A2.2	15.68
WBGene00002891|C56G2.6|let-767	15.61
WBGene00018257|F41B4.1	15.6
WBGene00000148|ZC434.6|aph-2	15.57
WBGene00016190|C28G1.5	15.44
WBGene00015551|C06G3.5	15.44
WBGene00010507|K02E2.6	15.43
WBGene00010496|K02B12.3|sec-12	15.43
WBGene00012531|Y32F6B.1	15.42
WBGene00007351|C05G5.5	15.4
WBGene00022170|Y71H2AM.5	15.39
WBGene00015787|C15B12.6	15.38
WBGene00009880|F49C12.11	15.32
WBGene00020307|T07D3.4	15.29
WBGene00018871|F55C12.4	15.27
WBGene00004095|F52C9.8|pqe-1	15.23
WBGene00013965|ZK287.4	15.21
WBGene00018161|F38A5.2	15.21
WBGene00008624|F09E8.2	15.2
WBGene00001077|Y47D3B.10|dpy-18	15.19
WBGene00021475|Y39G10AR.20	15.13
WBGene00016545|C40A11.2	15.07
WBGene00018923|F56A6.4	15.02
WBGene00018898|F55F10.1	15
WBGene00018625|F49D11.1|prp-17	15
WBGene00014215|ZK1086.1|obr-3	15
WBGene00011681|T10B10.4	15
WBGene00006044|T27A3.3|ssp-16	14.97
WBGene00012113|T28B8.1	14.93
WBGene00023460|F46H6.5	14.92
WBGene00011725|T12A7.4|lips-5	14.85
WBGene00022861|ZK1193.5|dve-1	14.83
WBGene00012765|Y41E3.7	14.81
WBGene00006911|R10E11.2|vha-2	14.74
WBGene00018817|F54D12.4	14.74
WBGene00015001|B0025.4	14.71
WBGene00013558|Y75B8A.25	14.65
WBGene00021348|Y37E3.4|moag-4	14.58
WBGene00010908|M88.5	14.5
WBGene00004494|K02B2.5|rps-25	14.49
WBGene00000815|Y38C1AA.2|csn-3	14.43
WBGene00019968|R08F11.4	14.42
WBGene00014019|ZK632.12	14.4
WBGene00016493|C37A2.7	14.4
WBGene00001910|C50F4.6	14.39
WBGene00020052|R13A5.10	14.34
WBGene00008989|F20G2.6	14.31
WBGene00000182|B0336.2|arf-1.2	14.27
WBGene00021516|Y41D4B.14	14.2
WBGene00010192|F57B7.2	14.19
WBGene00001328|K08C7.3|epi-1	14.14
WBGene00019918|R07C3.2|fbxc-36	14.13
WBGene00008139|C47D12.5	14.12
WBGene00011638|T09A5.11|ostb-1	14.1
WBGene00004266|C39F7.4|rab-1	14.09
WBGene00015746|C13F10.7	14.08
WBGene00006968|K08F11.4|yars-1	14
WBGene00023497|ZK662.4|lin-15B	14
WBGene00008605|F09B12.1|mlt-9	14
WBGene00006896|F59F3.1|ver-3	14
WBGene00019338|K02F6.4	14
WBGene00004004|C54D1.1|pgp-10	14
WBGene00005078|F49B2.5|src-2	14
WBGene00003847|F25D7.3|blmp-1	14
WBGene00045409|T01D3.7	14
WBGene00012032|T26C5.2	14
WBGene00011418|T04A11.3	14
WBGene00008381|D1081.3	14
WBGene00000493|F56H1.1|che-14	14
WBGene00003978|Y119D3B.17|pes-4	14
WBGene00021367|Y37E11AM.3	14
WBGene00001746|Y18D10A.5|gsk-3	14
WBGene00020634|T20F7.7|acs-9	14
WBGene00000964|C47E12.8|dhp-2	14
WBGene00012474|Y18D10A.1	14
WBGene00016939|C55B6.1	14
WBGene00004223|F54G8.5|ptr-9	14
WBGene00016837|C50F2.3	14
WBGene00019472|K07C6.4|cyp-35B1	14
WBGene00010757|K10G9.3|pad-2	14
WBGene00006749|R12H7.1|unc-9	14
WBGene00015435|C04E12.5	14
WBGene00006747|R07D5.1|unc-7	14
WBGene00020691|T22E5.3	14
WBGene00013529|Y73F8A.24	14
WBGene00008419|D2030.9|wdr-23	14
WBGene00018369|F42H10.5	14
WBGene00005077|Y92H12A.1|src-1	14
WBGene00019268|H41C03.1	14
WBGene00044623|T23F2.1|bus-8	14
WBGene00022628|ZC513.3	14
WBGene00020361|T08E11.5|fbxc-19	14
WBGene00016974|C56E6.6	14
WBGene00015956|C18B2.5	14
WBGene00003996|C34G6.4|pgp-2	14
WBGene00017888|F28B3.9|acl-11	14
WBGene00013549|Y75B8A.13	14
WBGene00006945|Y80D3A.1|wars-1	14
WBGene00007581|C14B1.10	14
WBGene00000046|T09A5.3|acr-7	14
WBGene00004378|F18C12.2|rme-8	14
WBGene00002999|C09H6.2|lin-10	14
WBGene00016547|C40A11.4	13.97
WBGene00018837|F54G2.1	13.96
